pool,name,dex,base_id,quote_id,subject_id,subject_cap,bucket,reason,h24,vol_30d
6w5MwNV4YpDKVmPPnk7bvxUHdqvYsUKhyaQgkTb9Q4Yz,"AAPL / SOL",pumpswap,,wrapped-solana,AAPL,352075,below,single_subject:gt_fdv,45719106,0
9jayGAryUkEdVPEJXXAAB56vWvanyhP3L1cuJ1ss61HV,"Broadcom / SOL",pumpswap,,wrapped-solana,Broadcom,1747451,below,single_subject:gt_fdv,45195333,0
Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE,"SOL / USDC",orca,wrapped-solana,usd-coin,,,above,both_quote,42604310,4335004189
FqJVyPtX4eYSKveZY42uKVeTrSza7EECmiRNDNaXqWAf,"HOOD / SOL",pumpswap,,wrapped-solana,HOOD,504760,below,single_subject:gt_fdv,41203573,0
9Fas2YsNXGjjvdR24TxtGiWHeHdvx4Bivr4cEUfBuh1p,"GOOGL / SOL",pumpswap,,wrapped-solana,GOOGL,2182059,below,single_subject:gt_fdv,40851004,0
ArznKFAJbZ85vhq3JEp7ByVdufqgYnUbHhporfcDsqCs,"MONA / SOL",pumpswap,,wrapped-solana,MONA,5050429,below,single_subject:gt_fdv,40393242,46590144
DcqRueNLBWATTXuYH58M3DjQwVuhEvXcmoW3mdQqC1Au,"Tesla / SOL",pumpswap,,wrapped-solana,Tesla,338689,below,single_subject:gt_fdv,37741555,0
9Hz2RB7C2KTnWzaG1YwFpPqCfMieNg72gjS6ofGmzXG,"HOOD / SOL",pumpswap,,wrapped-solana,HOOD,154526,below,single_subject:gt_fdv,37014584,0
9XjzjMcce2EJaY5fxGeHv1jvqKVAuzCSPHr1N9RFoduL,"MSFT / SOL",pumpswap,,wrapped-solana,MSFT,1588929,below,single_subject:gt_fdv,36551869,0
CDp8aee5upf8zAqt2k7mF2i6n3P2unFXkAvQpkWXQu5C,"AAPL / SOL",pumpswap,,wrapped-solana,AAPL,300334,below,single_subject:gt_fdv,36529588,0
9TKSUFq1nQ3ENibRLeLajVEeCkAkpr6eH9aHvKpWUC6m,"Stunk / SOL",pumpswap,,wrapped-solana,Stunk,1441879,below,single_subject:gt_fdv,36066890,0
Ffb4fafvaQy87Qybc1VDEVwH8qo5DvLjhV3Lys7YRkDd,"AAPL / SOL",pumpswap,,wrapped-solana,AAPL,50008,below,single_subject:gt_fdv,35791317,0
7NKaoK3Ma1E6Q6BiSRSUho9cbDRUZMv8BEowUnHmZGiQ,"Stonk / SOL",pumpswap,,wrapped-solana,Stonk,3594515,below,single_subject:gt_fdv,32987602,25118756
BuQ9Tiy22jw6dGUFMbkoeU3iVp7j8iUZUDQM1fJphFt4,"DGAI / SOL",pumpswap,,wrapped-solana,DGAI,1396048,below,single_subject:gt_fdv,32608987,0
2Uo9M3xNezFaC1HSUv1Qks1Tw9hy8rLHBZWdg8n2HCVp,"牛梦 / SOL",pumpswap,,wrapped-solana,牛梦,17943013,below,single_subject:gt_fdv,32325715,0
Fvp3xfvEkZSWET4o1igBPVMD7RPwmk62tSrNoyYZf63n,"BREW / SOL",pumpswap,,wrapped-solana,BREW,37164345,below,single_subject:gt_fdv,31787121,31790259
CdPqGSDwfUnBQ2YojSft4jHdXEFK15TNwstGbUSxaMha,"OpenAI / SOL",pumpswap,,wrapped-solana,OpenAI,2202066,below,single_subject:gt_fdv,31720906,0
G9yayYmvdW2oAEEDhiBgZPkZAAUHD2Y8eeC2kqdMuobf,"Anthropic / SOL",pumpswap,,wrapped-solana,Anthropic,1957423,below,single_subject:gt_fdv,30656575,0
DKwZBewaBULYtcnTnoamkZDgpsF1NBYFnWAxpH9tUWy4,"SM / SOL",pumpswap,,wrapped-solana,SM,2021561,below,single_subject:gt_fdv,30631484,0
5a383n76K9aVfC6gF9iYdtfDqz8C2STQBnpLa8ibwvTT,"HOOD / SOL",pumpswap,,wrapped-solana,HOOD,1665590,below,single_subject:gt_fdv,30424486,0
38JN7yimurD2onhcRtLEYdPonPpBfNy7criZ9MpHahwx,"AAPL / SOL",pumpswap,,wrapped-solana,AAPL,1544369,below,single_subject:gt_fdv,30202048,0
BfNfLjGj3eyiPKroUcQ1Mjdza3UJQLjcEXRqfAqr3iFM,"STONK / SOL",pumpswap,,wrapped-solana,STONK,48104,below,single_subject:gt_fdv,30157173,34184175
